model,experiment,year,tas,clim_mean,tas_anom
ACCESS-CM2,ssp126,2060,11.95547537,11.00234909,0.953126284
ACCESS-CM2,ssp126,2061,12.09269957,11.00234909,1.090350477
ACCESS-CM2,ssp126,2062,12.11990841,11.00234909,1.117559317
ACCESS-CM2,ssp126,2063,12.08261802,11.00234909,1.08026893
ACCESS-CM2,ssp126,2064,12.17739415,11.00234909,1.175045059
ACCESS-CM2,ssp126,2065,12.26309168,11.00234909,1.26074259
ACCESS-CM2,ssp126,2066,12.45880503,11.00234909,1.456455939
ACCESS-CM2,ssp126,2067,12.2712692,11.00234909,1.268920111
ACCESS-CM2,ssp126,2068,12.29908305,11.00234909,1.296733963
ACCESS-CM2,ssp126,2069,12.27710064,11.00234909,1.274751549
ACCESS-CM2,ssp126,2070,12.07363875,11.00234909,1.071289656
ACCESS-CM2,ssp126,2071,12.31856677,11.00234909,1.31621768
ACCESS-CM2,ssp126,2072,12.3468332,11.00234909,1.344484113
ACCESS-CM2,ssp126,2073,12.65305177,11.00234909,1.650702684
ACCESS-CM2,ssp126,2074,12.35223655,11.00234909,1.349887458
ACCESS-CM2,ssp126,2075,12.42936269,11.00234909,1.427013597
ACCESS-CM2,ssp126,2076,12.40686874,11.00234909,1.404519647
ACCESS-CM2,ssp126,2077,12.28864993,11.00234909,1.286300837
ACCESS-CM2,ssp126,2078,12.58388717,11.00234909,1.581538082
ACCESS-CM2,ssp126,2079,12.55483754,11.00234909,1.552488452
ACCESS-CM2,ssp126,2080,12.57738655,11.00234909,1.575037464
ACCESS-CM2,ssp126,2081,12.39119337,11.00234909,1.388844279
ACCESS-CM2,ssp126,2082,12.68651232,11.00234909,1.684163233
ACCESS-CM2,ssp126,2083,12.36781202,11.00234909,1.365462931
ACCESS-CM2,ssp126,2084,12.62431414,11.00234909,1.621965053
ACCESS-CM2,ssp126,2085,12.83460311,11.00234909,1.83225402
ACCESS-CM2,ssp126,2086,12.47074122,11.00234909,1.468392129
ACCESS-CM2,ssp126,2087,12.53950699,11.00234909,1.537157903
ACCESS-CM2,ssp126,2088,12.63727803,11.00234909,1.634928937
ACCESS-CM2,ssp126,2089,12.58275993,11.00234909,1.580410838
ACCESS-CM2,ssp126,2090,12.47495454,11.00234909,1.472605447
ACCESS-CM2,ssp126,2091,12.68711885,11.00234909,1.684769759
ACCESS-CM2,ssp126,2092,12.56927199,11.00234909,1.566922899
ACCESS-CM2,ssp126,2093,12.77143667,11.00234909,1.769087579
ACCESS-CM2,ssp126,2094,12.62213181,11.00234909,1.619782722
ACCESS-CM2,ssp126,2095,12.93631199,11.00234909,1.933962902
ACCESS-CM2,ssp126,2096,12.67418661,11.00234909,1.671837521
ACCESS-CM2,ssp126,2097,12.74738677,11.00234909,1.745037677
ACCESS-CM2,ssp126,2098,12.90151336,11.00234909,1.899164268
ACCESS-CM2,ssp126,2099,12.67404472,11.00234909,1.671695627
ACCESS-CM2,ssp245,2015,11.34904363,11.00234909,0.346694537
ACCESS-CM2,ssp245,2016,11.50481604,11.00234909,0.502466951
ACCESS-CM2,ssp245,2017,11.1813114,11.00234909,0.178962309
ACCESS-CM2,ssp245,2018,11.42265593,11.00234909,0.420306836
ACCESS-CM2,ssp245,2019,11.45801627,11.00234909,0.455667185
ACCESS-CM2,ssp245,2020,11.54701956,11.00234909,0.54467047
ACCESS-CM2,ssp245,2021,11.33117721,11.00234909,0.328828117
ACCESS-CM2,ssp245,2022,11.34760697,11.00234909,0.345257884
ACCESS-CM2,ssp245,2023,11.59518523,11.00234909,0.592836142
ACCESS-CM2,ssp245,2024,11.59472088,11.00234909,0.592371791
ACCESS-CM2,ssp245,2025,11.61571234,11.00234909,0.613363249
ACCESS-CM2,ssp245,2026,11.65383746,11.00234909,0.651488368
ACCESS-CM2,ssp245,2027,11.55731118,11.00234909,0.554962092
ACCESS-CM2,ssp245,2028,11.69347507,11.00234909,0.691125979
ACCESS-CM2,ssp245,2029,11.7275038,11.00234909,0.725154708
ACCESS-CM2,ssp245,2030,11.63338341,11.00234909,0.631034317
ACCESS-CM2,ssp245,2031,11.96980899,11.00234909,0.967459905
ACCESS-CM2,ssp245,2032,11.82962648,11.00234909,0.82727739
ACCESS-CM2,ssp245,2033,11.65670059,11.00234909,0.654351496
ACCESS-CM2,ssp245,2034,11.90537392,11.00234909,0.903024825
ACCESS-CM2,ssp245,2035,11.73659616,11.00234909,0.734247068
ACCESS-CM2,ssp245,2036,11.97501859,11.00234909,0.972669497
ACCESS-CM2,ssp245,2037,12.04665038,11.00234909,1.04430129
ACCESS-CM2,ssp245,2038,11.83622751,11.00234909,0.833878419
ACCESS-CM2,ssp245,2039,12.077445,11.00234909,1.075095909
ACCESS-CM2,ssp245,2040,12.03854405,11.00234909,1.036194961
ACCESS-CM2,ssp245,2041,12.11486803,11.00234909,1.112518945
ACCESS-CM2,ssp245,2042,12.27108645,11.00234909,1.26873736
ACCESS-CM2,ssp245,2043,12.04131519,11.00234909,1.038966104
ACCESS-CM2,ssp245,2044,12.0076439,11.00234909,1.005294815
ACCESS-CM2,ssp245,2045,12.01872099,11.00234909,1.016371899
ACCESS-CM2,ssp245,2046,12.05497596,11.00234909,1.052626872
ACCESS-CM2,ssp245,2047,12.17107147,11.00234909,1.168722378
ACCESS-CM2,ssp245,2048,12.24875239,11.00234909,1.246403296
ACCESS-CM2,ssp245,2049,12.26854752,11.00234909,1.266198431
ACCESS-CM2,ssp245,2050,12.36217709,11.00234909,1.359828001
ACCESS-CM2,ssp245,2051,12.2920858,11.00234909,1.289736715
ACCESS-CM2,ssp245,2052,12.49260014,11.00234909,1.490251053
ACCESS-CM2,ssp245,2053,12.31410771,11.00234909,1.31175862
ACCESS-CM2,ssp245,2054,12.70001731,11.00234909,1.697668216
ACCESS-CM2,ssp245,2055,12.47644756,11.00234909,1.474098474
ACCESS-CM2,ssp245,2056,12.32631905,11.00234909,1.323969962
ACCESS-CM2,ssp245,2057,12.32852133,11.00234909,1.326172245
ACCESS-CM2,ssp245,2058,12.5428156,11.00234909,1.540466511
ACCESS-CM2,ssp245,2059,12.48603385,11.00234909,1.483684763
ACCESS-CM2,ssp245,2060,12.62649992,11.00234909,1.624150833
ACCESS-CM2,ssp245,2061,12.62561885,11.00234909,1.623269764
ACCESS-CM2,ssp245,2062,12.58814135,11.00234909,1.585792256
ACCESS-CM2,ssp245,2063,12.52335605,11.00234909,1.521006956
ACCESS-CM2,ssp245,2064,12.4713201,11.00234909,1.468971011
ACCESS-CM2,ssp245,2065,12.62769045,11.00234909,1.62534136
ACCESS-CM2,ssp245,2066,12.81225058,11.00234909,1.809901486
ACCESS-CM2,ssp245,2067,12.76342445,11.00234909,1.761075356
ACCESS-CM2,ssp245,2068,12.61653502,11.00234909,1.614185929
ACCESS-CM2,ssp245,2069,12.81513586,11.00234909,1.81278677
ACCESS-CM2,ssp245,2070,12.86896271,11.00234909,1.866613621
ACCESS-CM2,ssp245,2071,12.74507221,11.00234909,1.742723119
ACCESS-CM2,ssp245,2072,12.89803259,11.00234909,1.8956835
ACCESS-CM2,ssp245,2073,12.9150611,11.00234909,1.91271201
ACCESS-CM2,ssp245,2074,12.79945009,11.00234909,1.797101004
ACCESS-CM2,ssp245,2075,13.00811149,11.00234909,2.005762399
ACCESS-CM2,ssp245,2076,13.06108163,11.00234909,2.058732536
ACCESS-CM2,ssp245,2077,13.15240411,11.00234909,2.150055018
ACCESS-CM2,ssp245,2078,13.17758468,11.00234909,2.175235591
ACCESS-CM2,ssp245,2079,12.91453859,11.00234909,1.912189497
ACCESS-CM2,ssp245,2080,12.99609038,11.00234909,1.993741292
ACCESS-CM2,ssp245,2081,13.1992441,11.00234909,2.196895005
ACCESS-CM2,ssp245,2082,13.22794465,11.00234909,2.225595564
ACCESS-CM2,ssp245,2083,13.25698654,11.00234909,2.254637448
ACCESS-CM2,ssp245,2084,13.68643907,11.00234909,2.684089981
ACCESS-CM2,ssp245,2085,13.32158863,11.00234909,2.319239539
ACCESS-CM2,ssp245,2086,13.41836012,11.00234909,2.416011031
ACCESS-CM2,ssp245,2087,13.42562293,11.00234909,2.423273842
ACCESS-CM2,ssp245,2088,13.41840015,11.00234909,2.416051057
ACCESS-CM2,ssp245,2089,13.33153136,11.00234909,2.329182273
ACCESS-CM2,ssp245,2090,13.48961046,11.00234909,2.487261365
ACCESS-CM2,ssp245,2091,13.3350056,11.00234909,2.332656509
ACCESS-CM2,ssp245,2092,13.42857687,11.00234909,2.426227779
ACCESS-CM2,ssp245,2093,13.42804195,11.00234909,2.425692862
ACCESS-CM2,ssp245,2094,13.52544095,11.00234909,2.52309186
ACCESS-CM2,ssp245,2095,13.82274556,11.00234909,2.820396468
ACCESS-CM2,ssp245,2096,13.35032518,11.00234909,2.347976093
ACCESS-CM2,ssp245,2097,13.6861987,11.00234909,2.683849615
ACCESS-CM2,ssp245,2098,13.43981205,11.00234909,2.437462964
ACCESS-CM2,ssp245,2099,13.60623661,11.00234909,2.603887521
ACCESS-CM2,ssp370,2015,11.45242251,11.00234909,0.450073416
ACCESS-CM2,ssp370,2016,11.36522632,11.00234909,0.362877233
ACCESS-CM2,ssp370,2017,11.26404763,11.00234909,0.261698543
ACCESS-CM2,ssp370,2018,11.34350485,11.00234909,0.341155757
ACCESS-CM2,ssp370,2019,11.54695731,11.00234909,0.544608217
ACCESS-CM2,ssp370,2020,11.41392587,11.00234909,0.411576777
ACCESS-CM2,ssp370,2021,11.56380918,11.00234909,0.56146009
ACCESS-CM2,ssp370,2022,11.57966706,11.00234909,0.577317966
ACCESS-CM2,ssp370,2023,11.53247068,11.00234909,0.530121589
ACCESS-CM2,ssp370,2024,11.9045003,11.00234909,0.902151207
ACCESS-CM2,ssp370,2025,11.75996157,11.00234909,0.757612485
ACCESS-CM2,ssp370,2026,11.47763847,11.00234909,0.475289377
ACCESS-CM2,ssp370,2027,11.77989438,11.00234909,0.777545291
ACCESS-CM2,ssp370,2028,11.71506977,11.00234909,0.712720683
ACCESS-CM2,ssp370,2029,11.93384043,11.00234909,0.931491345
ACCESS-CM2,ssp370,2030,11.77361023,11.00234909,0.771261142
ACCESS-CM2,ssp370,2031,11.89220863,11.00234909,0.889859543
ACCESS-CM2,ssp370,2032,12.00393977,11.00234909,1.001590675
ACCESS-CM2,ssp370,2033,12.0846962,11.00234909,1.082347111
ACCESS-CM2,ssp370,2034,11.87433429,11.00234909,0.871985204
ACCESS-CM2,ssp370,2035,12.015894,11.00234909,1.013544911
ACCESS-CM2,ssp370,2036,12.036805,11.00234909,1.034455907
ACCESS-CM2,ssp370,2037,12.05326321,11.00234909,1.050914123
ACCESS-CM2,ssp370,2038,12.38148151,11.00234909,1.379132425
ACCESS-CM2,ssp370,2039,12.2562891,11.00234909,1.253940007
ACCESS-CM2,ssp370,2040,12.0945495,11.00234909,1.092200413
ACCESS-CM2,ssp370,2041,12.3942633,11.00234909,1.391914207
ACCESS-CM2,ssp370,2042,12.57714289,11.00234909,1.574793803
ACCESS-CM2,ssp370,2043,12.48484427,11.00234909,1.482495176
ACCESS-CM2,ssp370,2044,12.21718832,11.00234909,1.214839235
ACCESS-CM2,ssp370,2045,12.38006892,11.00234909,1.377719827
ACCESS-CM2,ssp370,2046,12.62897063,11.00234909,1.62662154
ACCESS-CM2,ssp370,2047,12.43088524,11.00234909,1.428536152
ACCESS-CM2,ssp370,2048,12.60802819,11.00234909,1.605679105
ACCESS-CM2,ssp370,2049,12.68679024,11.00234909,1.684441145
ACCESS-CM2,ssp370,2050,12.52176678,11.00234909,1.519417688
ACCESS-CM2,ssp370,2051,12.66511968,11.00234909,1.662770588
ACCESS-CM2,ssp370,2052,12.32267493,11.00234909,1.320325835
ACCESS-CM2,ssp370,2053,12.62816477,11.00234909,1.625815685
ACCESS-CM2,ssp370,2054,12.7603474,11.00234909,1.757998309
ACCESS-CM2,ssp370,2055,12.68058588,11.00234909,1.678236791
ACCESS-CM2,ssp370,2056,13.06597351,11.00234909,2.063624415
ACCESS-CM2,ssp370,2057,12.73833147,11.00234909,1.735982379
ACCESS-CM2,ssp370,2058,12.89710738,11.00234909,1.894758292
ACCESS-CM2,ssp370,2059,13.00566588,11.00234909,2.003316785
ACCESS-CM2,ssp370,2060,13.20309409,11.00234909,2.200744997
ACCESS-CM2,ssp370,2061,12.89810212,11.00234909,1.895753029
ACCESS-CM2,ssp370,2062,13.25034951,11.00234909,2.248000424
ACCESS-CM2,ssp370,2063,13.15246212,11.00234909,2.150113026
ACCESS-CM2,ssp370,2064,13.0740174,11.00234909,2.071668307
ACCESS-CM2,ssp370,2065,13.28791514,11.00234909,2.285566047
ACCESS-CM2,ssp370,2066,13.29711417,11.00234909,2.29476508
ACCESS-CM2,ssp370,2067,13.24206527,11.00234909,2.239716177
ACCESS-CM2,ssp370,2068,13.36343183,11.00234909,2.361082738
ACCESS-CM2,ssp370,2069,13.34988223,11.00234909,2.347533142
ACCESS-CM2,ssp370,2070,13.45090623,11.00234909,2.44855714
ACCESS-CM2,ssp370,2071,13.55800412,11.00234909,2.555655026
ACCESS-CM2,ssp370,2072,13.71023474,11.00234909,2.707885648
ACCESS-CM2,ssp370,2073,13.41283915,11.00234909,2.410490056
ACCESS-CM2,ssp370,2074,13.8589053,11.00234909,2.856556207
ACCESS-CM2,ssp370,2075,13.41035504,11.00234909,2.408005952
ACCESS-CM2,ssp370,2076,13.66815565,11.00234909,2.665806562
ACCESS-CM2,ssp370,2077,13.79883221,11.00234909,2.796483124
ACCESS-CM2,ssp370,2078,13.80391746,11.00234909,2.801568369
ACCESS-CM2,ssp370,2079,13.73753878,11.00234909,2.735189688
ACCESS-CM2,ssp370,2080,13.82945234,11.00234909,2.827103246
ACCESS-CM2,ssp370,2081,13.83753118,11.00234909,2.83518209
ACCESS-CM2,ssp370,2082,13.86833181,11.00234909,2.865982717
ACCESS-CM2,ssp370,2083,14.08347211,11.00234909,3.081123025
ACCESS-CM2,ssp370,2084,14.06692601,11.00234909,3.064576917
ACCESS-CM2,ssp370,2085,13.98359928,11.00234909,2.981250193
ACCESS-CM2,ssp370,2086,14.21746471,11.00234909,3.215115615
ACCESS-CM2,ssp370,2087,14.18925295,11.00234909,3.186903859
ACCESS-CM2,ssp370,2088,14.29288475,11.00234909,3.290535656
ACCESS-CM2,ssp370,2089,14.31396104,11.00234909,3.311611949
ACCESS-CM2,ssp370,2090,14.18209046,11.00234909,3.179741372
ACCESS-CM2,ssp370,2091,14.25761242,11.00234909,3.255263334
ACCESS-CM2,ssp370,2092,14.45787367,11.00234909,3.455524577
ACCESS-CM2,ssp370,2093,14.48490715,11.00234909,3.482558062
ACCESS-CM2,ssp370,2094,14.45271881,11.00234909,3.450369725
ACCESS-CM2,ssp370,2095,14.51297058,11.00234909,3.510621488
ACCESS-CM2,ssp370,2096,14.69597536,11.00234909,3.693626275
ACCESS-CM2,ssp370,2097,14.5155313,11.00234909,3.513182207
ACCESS-CM2,ssp370,2098,14.69613583,11.00234909,3.693786745
ACCESS-CM2,ssp370,2099,14.65028532,11.00234909,3.647936226
ACCESS-CM2,ssp585,2015,11.29562669,11.00234909,0.2932776
ACCESS-CM2,ssp585,2016,11.50725309,11.00234909,0.504903996
ACCESS-CM2,ssp585,2017,11.52826125,11.00234909,0.525912164
ACCESS-CM2,ssp585,2018,11.58080388,11.00234909,0.578454787
ACCESS-CM2,ssp585,2019,11.69397161,11.00234909,0.691622516
ACCESS-CM2,ssp585,2020,11.59412604,11.00234909,0.591776949
ACCESS-CM2,ssp585,2021,11.72789136,11.00234909,0.725542273
ACCESS-CM2,ssp585,2022,11.66343642,11.00234909,0.661087334
ACCESS-CM2,ssp585,2023,11.79433983,11.00234909,0.791990736
ACCESS-CM2,ssp585,2024,11.79475413,11.00234909,0.792405035
ACCESS-CM2,ssp585,2025,11.87710224,11.00234909,0.874753146
ACCESS-CM2,ssp585,2026,11.99213299,11.00234909,0.989783902
ACCESS-CM2,ssp585,2027,11.8779391,11.00234909,0.875590006
ACCESS-CM2,ssp585,2028,12.28278348,11.00234909,1.280434389
ACCESS-CM2,ssp585,2029,11.96670635,11.00234909,0.964357259
ACCESS-CM2,ssp585,2030,11.99761723,11.00234909,0.99526814
ACCESS-CM2,ssp585,2031,12.3383446,11.00234909,1.335995507
ACCESS-CM2,ssp585,2032,12.35058224,11.00234909,1.348233154
ACCESS-CM2,ssp585,2033,12.38684853,11.00234909,1.384499437
ACCESS-CM2,ssp585,2034,12.44388704,11.00234909,1.441537949
ACCESS-CM2,ssp585,2035,12.42370739,11.00234909,1.421358303
ACCESS-CM2,ssp585,2036,12.37435791,11.00234909,1.37200882
ACCESS-CM2,ssp585,2037,12.54813641,11.00234909,1.54578732
ACCESS-CM2,ssp585,2038,12.51495189,11.00234909,1.512602796
ACCESS-CM2,ssp585,2039,12.77055709,11.00234909,1.768207998
ACCESS-CM2,ssp585,2040,12.69338726,11.00234909,1.691038173
ACCESS-CM2,ssp585,2041,12.66962591,11.00234909,1.667276824
ACCESS-CM2,ssp585,2042,12.7879307,11.00234909,1.785581615
ACCESS-CM2,ssp585,2043,12.93402021,11.00234909,1.931671119
ACCESS-CM2,ssp585,2044,12.87495292,11.00234909,1.872603827
ACCESS-CM2,ssp585,2045,12.90222484,11.00234909,1.899875754
ACCESS-CM2,ssp585,2046,13.08858519,11.00234909,2.086236096
ACCESS-CM2,ssp585,2047,13.14735014,11.00234909,2.145001048
ACCESS-CM2,ssp585,2048,13.1158924,11.00234909,2.113543307
ACCESS-CM2,ssp585,2049,13.17913241,11.00234909,2.176783319
ACCESS-CM2,ssp585,2050,13.32259443,11.00234909,2.320245337
ACCESS-CM2,ssp585,2051,13.18022974,11.00234909,2.177880652
ACCESS-CM2,ssp585,2052,13.24451564,11.00234909,2.242166549
ACCESS-CM2,ssp585,2053,13.38676941,11.00234909,2.384420324
ACCESS-CM2,ssp585,2054,13.50710049,11.00234909,2.504751401
ACCESS-CM2,ssp585,2055,13.62991449,11.00234909,2.627565395
ACCESS-CM2,ssp585,2056,13.82969975,11.00234909,2.827350662
ACCESS-CM2,ssp585,2057,13.81578759,11.00234909,2.8134385
ACCESS-CM2,ssp585,2058,13.75404724,11.00234909,2.75169815
ACCESS-CM2,ssp585,2059,13.83148935,11.00234909,2.829140257
ACCESS-CM2,ssp585,2060,13.7741592,11.00234909,2.771810107
ACCESS-CM2,ssp585,2061,13.95309257,11.00234909,2.950743483
ACCESS-CM2,ssp585,2062,13.98168654,11.00234909,2.979337451
ACCESS-CM2,ssp585,2063,14.11622323,11.00234909,3.113874143
ACCESS-CM2,ssp585,2064,14.03956072,11.00234909,3.037211631
ACCESS-CM2,ssp585,2065,14.26264144,11.00234909,3.260292355
ACCESS-CM2,ssp585,2066,14.44589996,11.00234909,3.443550871
ACCESS-CM2,ssp585,2067,14.3107315,11.00234909,3.308382413
ACCESS-CM2,ssp585,2068,14.43395956,11.00234909,3.431610466
ACCESS-CM2,ssp585,2069,14.53070286,11.00234909,3.528353767
ACCESS-CM2,ssp585,2070,14.46203055,11.00234909,3.45968146
ACCESS-CM2,ssp585,2071,14.59951953,11.00234909,3.597170443
ACCESS-CM2,ssp585,2072,14.63675095,11.00234909,3.634401861
ACCESS-CM2,ssp585,2073,14.70973242,11.00234909,3.707383334
ACCESS-CM2,ssp585,2074,14.66818155,11.00234909,3.665832456
ACCESS-CM2,ssp585,2075,14.82697537,11.00234909,3.82462628
ACCESS-CM2,ssp585,2076,14.94704537,11.00234909,3.944696283
ACCESS-CM2,ssp585,2077,15.12483424,11.00234909,4.122485149
ACCESS-CM2,ssp585,2078,15.12938093,11.00234909,4.127031844
ACCESS-CM2,ssp585,2079,15.33638176,11.00234909,4.334032668
ACCESS-CM2,ssp585,2080,15.04980958,11.00234909,4.047460494
ACCESS-CM2,ssp585,2081,15.3106212,11.00234909,4.308272107
ACCESS-CM2,ssp585,2082,15.29215519,11.00234909,4.2898061
ACCESS-CM2,ssp585,2083,15.59730193,11.00234909,4.59495284
ACCESS-CM2,ssp585,2084,15.30206121,11.00234909,4.299712122
ACCESS-CM2,ssp585,2085,15.36298181,11.00234909,4.360632724
ACCESS-CM2,ssp585,2086,15.45667275,11.00234909,4.454323656
ACCESS-CM2,ssp585,2087,15.3387438,11.00234909,4.336394715
ACCESS-CM2,ssp585,2088,15.59569212,11.00234909,4.593343028
ACCESS-CM2,ssp585,2089,15.63301823,11.00234909,4.63066914
ACCESS-CM2,ssp585,2090,15.80765283,11.00234909,4.805303742
ACCESS-CM2,ssp585,2091,15.89626772,11.00234909,4.893918633
ACCESS-CM2,ssp585,2092,16.14620894,11.00234909,5.143859845
ACCESS-CM2,ssp585,2093,16.10109072,11.00234909,5.098741634
ACCESS-CM2,ssp585,2094,15.98394285,11.00234909,4.981593763
